"Landing page type","Landing page path","UTM source","UTM campaign","Referrer source","Sessions","Pageviews","Conversion rate","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions"
"Product","/products/vintage-table-lamp-gold-red","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/ochre-terracotta-vase-small","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/modern-nordic-style-golden-wall-lamp","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/onset-outdoor-pole-light","ig","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/modern-ribbed-glass-dome-shape-pendant-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/twirl-modern-linear-chandelier-black",,,"direct",1,1,0,0,0,0
"Product","/products/adjustable-nordic-decorative-wall-light-yellow","google","Pmaxbleeders_20714640181","unknown",1,1,0,0,0,0
"Product","/products/arte-illumina-pendant-light","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/ornatey-metal-hanging-light","bing","Shopping_Search_080826_170116_524537354","unknown",1,1,0,0,0,0
"Product","/products/crissy-vintage-glass-centerpiece-tray",,,"direct",1,1,0,0,0,0
"Product","/products/sepia-terracotta-vase-medium","ig","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","direct",1,1,0,0,0,0
"Product","/products/vista-cross-reeded-glass-outdoor-wall-light-brown","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/checker-glass-vintage-table-lamp","google","LightingShopping","direct",1,1,0,0,0,0
"Product","/products/bubble-glass-vase","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/marco-italian-mesh-linear-light","googl",,"search",1,1,0,0,0,0
"Product","/products/prism-black-flush-mount-ceiling-light","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/champagne-4-linear-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/modern-loft-glass-pendant-round","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/pretty-pink-round-ball-ceramic-flower-vase","bing","Shopping_Search_080826_170116_524537354","search",1,1,0,0,0,0
"Product","/products/maria-victorian-era-6-light-crystal-chandelier-transparent-silver","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/palm-sun-spear-large-silver-story","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/crystal-led-pendant-light","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/kongzi-linear-outdoor-pole-lamp","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/labyrint-gold-metallic-table-lamp-pleated-shade","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/umbra-3-light-rectangular-cluster-pendant-light-with-black-ceiling-plate","facebook","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/humbert-ceramic-table-lamp-home-decor-lamps-and-lighting","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/abstract-black-and-beige-handwoven-wall-basket","chatgpt.com","openai_catalog","direct",1,1,0,0,0,0
"Product","/products/earvara-terracotta-vase-medium","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/jasmine-glass-hanging-light","google","Pmaxbleeders_20714640181","direct",1,1,0,0,0,0
"Product","/products/mace-handwoven-sabai-grass-hanging-wall-basket-yellow-black",,,"direct",1,1,0,0,0,0
"Product","/products/horta-braided-terracotta-vase-large","facebook","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/retro-outdoor-wall-light-large","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/topaz-cut-crystal-drops-chandelier","facebook","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/junzc-wall-hanging-light-amber","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Product","/products/american-style-tranquil-aura-table-lamp-with-pleated-green-shade","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/lodge-2-light-birdcage-outdoor-pole-lamp","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/sol-lantern-wall-lamp",,,"search",1,1,0,0,0,0
"Collection","/collections/boho","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/kongzi-linear-outdoor-pole-lamp","google","BestsellersDemandGen_23697546917","search",1,1,0,0,0,0
"Product","/products/ozera-trumpet-ceiling-light",,,"search",1,1,0,0,0,0
"Product","/products/melita-ceramic-table-lamp-home-decor-lamps-and-lighting","google","BestsellersDemandGen_23697546917","direct",1,1,0,0,0,0
"Product","/products/emmet-victorian-12-light-crystal-chandelier-silver","google","LightingShopping","search",1,1,0,0,0,0
"Product","/products/castle-outdoor-pathway-light-black","google","Pmaxbleeders_20714640181","email",1,1,0,0,0,0
"Product","/products/bower-led-pendant-light-black","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/aldo-beaded-metal-hanging-light","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/ferro-rings-ceramic-vase",,,"search",1,1,0,0,0,0
"Product","/products/ferum-metal-table-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/slreeo-nordic-colored-pendant-light-black-and-green","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/single-head-golden-glass-metal-wall-lamp","bing","PmaxLightingBing","direct",1,1,0,0,0,0
"Product","/products/the-nyla-handwoven-sabai-grass-wall-hanging-basket-red-green","google","ShoppingIndexdecor_23361314596","search",1,1,0,0,0,0
"Product","/products/marchese-6-light-crystal-chandelier-amber","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/ozigo-lantern-medium","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/elantra-6-light-crystal-chandelier","ig","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/mini-chamber-outdoor-gate-light-black","fb","032726_Creative-Testing_CBO_ASC_Sales_Testing_Evergreen_120240904645380384","social",1,1,0,0,0,0
"Product","/products/onset-outdoor-pole-light","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/falken-metal-floor-lamp","google","LightingSearchaimax_15393315826","search",1,1,0,0,0,0
"Product","/products/parker-black-ceramic-table-lamp-small","google","BestsellersDemandGen_23697546917","direct",1,1,0,0,0,0
"Product","/products/evolve-nordic-double-glass-wall-sconce","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/cloud-terracotta-vase-medium","fb","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","social",1,1,0,0,0,0
"Product","/products/deco-faceted-led-bell-pendant-light-amber","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/sono-grey-ceramic-vase",,,"direct",1,1,0,0,0,0
"Product","/products/nordic-macaroon-ceiling-light-white-blue","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/droplet-single-pendant-light-chrome",,,"social",1,1,0,0,0,0
"Product","/products/nordic-creative-geometric-led-pendant-light-round","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/modern-boxy-outdoor-pathway-light","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/hopf-link-led-pendant-light-black","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/crystal-brass-vintage-pendant-light","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/melrose-metal-lamp-home-decor-lamps-and-lighting","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/aurora-1-light-vintage-crystal-wall-lamp","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/kumbh-metal-vase-black",,,"direct",1,1,0,0,0,0
"Product","/products/urban-loft-4-light-geometric-iron-chandelier-black","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/closetmix-ceramic-table-lamp-with-golden-shade","google","LightingShopping","direct",1,1,0,0,0,0
"Product","/products/estill-ceramic-table-lamp-home-decor-lamps-and-lighting","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/retro-style-black-pine-cone-table-lamp","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/retro-3-light-round-glass-cluster-light-with-silver-ceiling-plate","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/candy-color-modern-pendant-light-brass-and-red-and-blue-and-smoky","bing","Shopping_Search_080826_170116_524537354","direct",1,1,0,0,0,0
"Product","/products/helios-modern-solar-bollard-light","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/rock-crystal-down-shade-wall-lamp","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/crystal-modern-gold-metal-wall-light","google","PMaxLightingNC_16828666790","unknown",1,1,0,0,0,0
"Collection","/collections/floor-lamps","email","Indoorlights","email",1,1,0,0,0,0
"Product","/products/france-outdoor-gate-light-large","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/float-suspension-wall-sconce-blue","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/victorian-cutglass-gold-pendant-light",,,"direct",1,1,0,0,0,0
"Product","/products/atollo-opal-table-lamp-white",,,"direct",1,1,0,0,0,0
"Product","/products/kongzi-outdoor-hanging-lamp","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Collection","/collections/home-decor","ig","062526_Advantage Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","direct",1,1,0,0,0,0
"Product","/products/izzo-lamp-home-decor-lamps-and-lighting","google","Pmaxbleeders_20714640181","direct",1,1,0,0,0,0
"Product","/products/conical-mesh-hanging-light-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/lustroso-gold-and-black-metal-table-lamp-with-white-shade","google","PMaxLightingNC_16828666790","paid",1,1,0,0,0,0
"Product","/products/evie-ceramic-vase-olive",,,"social",1,1,0,0,0,0
"Product","/products/alva-table-lamp-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/artisan-ink-wash-abstract-bottle-vase","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/plateia-pillar-spike-solar-lamp","google","PMaxLightingNC_16828666790","direct",1,1,0,0,0,0
"Product","/products/radiant-ring-round-modern-led-chandelier","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/female-torso-decorative-vase-white","chatgpt.com","openai_catalog","direct",1,1,0,0,0,0
"Product","/products/modern-nordic-style-white-ceramic-table-lamp-with-blue-shade","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Product","/products/harlyn-outdoor-hanging-light-medium","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/crystal-glass-cute-lying-cat-blue","google","ShoppingIndexdecor_23361314596","search",1,1,0,0,0,0
"Product","/products/wood-tip-pendant-lamp-dome-green","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/postmodern-bell-glass-pendant-light","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/lima-outdoor-wall-sconce-large","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/empress-teal-floral-ceramic-table-lamp","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/florence-6-light-candle-style-chandelier","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/hornsey-table-lamp-with-white-shade","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/handwoven-rattan-decorative-hanging-wall-basket",,,"search",1,1,0,0,0,0
"Product","/products/luceris-12-light-glass-chandelier","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/nucleus-led-wall-sconce-black","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/diamond-half-ring-wall-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/black-villa-outdoor-wall-lamp-large","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/ksovv-nordic-adjustable-wall-sconce-pink","facebook","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/elegance-glow-chinese-style-ceramic-table-lamp-with-white-shade-red","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Product","/products/circle-pendant-nordic-light-black","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-black","google","LightingShopping","direct",1,1,0,0,0,0
"Product","/products/neuro-outdoor-gate-light-small",,,"social",1,1,0,0,0,0
"Product","/products/klaviyo-linear-gold-floor-lamp-with-pleated-empire-shade-off-white","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/cubie-globe-pendant-light-smoky","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/lodge-birdcage-outdoor-pole-lamp","th","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","unknown",1,1,0,0,0,0
"Product","/products/orion-outdoor-wall-light-brown",,,"social",1,1,0,0,0,0
"Product","/products/mist-melody-pendant-light-grey","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/suraahi-metal-vase-yellow","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/italian-retro-pendant-light-green-pink","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/bimbo-glass-hanging-light","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/romi-drop-hanging-light-amber","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/diamond-triangular-ring-pendant-lamp","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Product","/products/weathered-outdoor-wall-light",,,"search",1,1,0,0,0,0
"Product","/products/marchese-6-light-crystal-chandelier-black","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/float-wall-sconce-amber","ig","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/outdoor-wall-mount-lantern-large","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/elke-table-lamp-gold-blue","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/golden-modern-metal-glass-wall-sconce",,,"search",1,1,0,0,0,0
"Collection","/collections/home-decor-products-in-palani",,,"direct",1,1,0,0,0,0
"Product","/products/camber-ribbed-glass-pendant-light","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/conical-mesh-hanging-light-transparent","google","Pmaxbleeders_20714640181","direct",1,1,0,0,0,0
"Product","/products/press-pendant-light-amber","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/kensington-vintage-pendant-light-brass-collar-cone","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/traditional-vintage-spiral-cage-lamp","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/louis-poulsen-ph5-pendant-light-green",,,"direct",1,1,0,0,0,0
"Collection","/collections/living-room-ceiling-lights",,,"direct",1,1,0,0,0,0
"Product","/products/danoise-pendant-lamp",,,"search",1,1,0,0,0,0
"Collection","/collections/home-decor-products-in-hyderabad",,,"direct",1,1,0,0,0,0
